paper_id,title,paper_type,baseline_paper_type,paper_type_disagreement,paper_type_confidence,status,total_score,rubric_version,prompt_version,human_verification_status,requires_human_review,human_review_reasons,error,runtime_architecture,evaluation,provenance_reproducibility,governance_safety,benchmark_process_alignment
simulated-patient-systems-powered-by-large-language-model-based-ai-agents-offer-,Simulated patient systems powered by large language model-based AI agents offer potential for transforming medical education,agent_system,agent_system,False,0.9,judged,55.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; score_affecting_response_repair; invalid_evidence_dropped,,partial,partial,partial,partial,present
standard-applicability-judgment-and-cross-jurisdictional-reasoning-a-rag-based-f,Standard Applicability Judgment and Cross-jurisdictional Reasoning: A RAG-based Framework for Medical Device Compliance,agent_system,agent_system,False,0.86,judged,85.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,present,present,present,partial,partial
survagent-hierarchical-cot-enhanced-case-banking-and-y-based-multi-agent-system-,SurvAgent: Hierarchical CoT-Enhanced Case Banking and y-Based Multi-Agent System for Multimodal Survival Prediction,agent_system,agent_system,False,0.9,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,partial,present,partial,partial,present
synthagent-a-multi-agent-llm-framework-for-realistic-patient-simulation-a-case-s,SynthAgent: A Multi-Agent LLM Framework for Realistic Patient Simulation - A Case Study in Obesity with Mental Health Comorbidities,agent_system,agent_system,False,0.9,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,invalid_evidence_dropped,,partial,present,partial,partial,present
talk2care-facilitating-asynchronous-patient-provider-communication-with-large-la,Talk2Care: Facilitating Asynchronous Patient-Provider Communication with Large-Language-Model,agent_system,agent_system,False,0.86,judged,62.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,partial,present,partial,partial,partial
tarse-test-time-adaptation-via-retrieval-of-skills-and-experience-for-reasoning-,TARSE: Test-Time Adaptation via Retrieval of Skills and Experience for Reasoning Agents,method_model,agent_system,True,0.8,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,invalid_evidence_dropped,,partial,present,partial,partial,present
the-ai-scientist-v2-workshop-level-automated-scientific-discovery-via-agentic-tr,THE AI SCIENTIST-v2: Workshop-Level Automated Scientific Discovery via Agentic Tree Search,agent_system,agent_system,False,0.86,judged,0.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,missing,missing,missing,missing,missing
the-ai-scientist-towards-fully-automated-open-ended-scientific-discovery,The AI Scientist: Towards Fully Automated Open-Ended Scientific Discovery,agent_system,agent_system,False,0.79,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; low_paper_type_confidence; invalid_evidence_dropped,,partial,present,partial,partial,present
the-anatomy-of-a-personal-health-agent,The Anatomy of a Personal Health Agent,agent_system,agent_system,False,0.9,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
the-doctor-will-still-see-you-now-on-the-structural-limits-of-agentic-ai-in-heal,The Doctor Will (Still) See You Now: On the Structural Limits of Agentic AI in Healthcare*,conceptual_commentary,agent_system,True,0.86,judged,70.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,not_applicable,partial,partial,present,present
the-optimization-paradox-in-clinical-ai-multi-agent-systems,The Optimization Paradox in Clinical AI Multi-Agent Systems,agent_system,agent_system,False,0.9,judged,90.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,present,present,present,partial,present
the-virtual-lab-ai-agents-design-new-sars-cov-2-nanobodies-with-experimental-val,The Virtual Lab: AI Agents Design New SARS-CoV-2 Nanobodies with Experimental Validation,agent_system,agent_system,False,0.86,judged,50.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,partial,partial,partial,partial,partial
thucy-an-llm-based-multi-agent-system-for-claim-verification-across-relational-d,Thucy: An LLM-based Multi-Agent System for Claim Verification across Relational Databases,agent_system,agent_system,False,0.9,judged,70.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,invalid_evidence_dropped,,present,present,partial,missing,present
toolformer-language-models-can-teach-themselves-to-use-tools,Toolformer: Language Models Can Teach Themselves to Use Tools,method_model,agent_system,True,0.86,judged,57.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,invalid_evidence_dropped,,partial,present,partial,missing,present
towards-efficient-and-robust-linguistic-emotion-diagnosis-for-mental-health-via-,Towards Efficient and Robust Linguistic Emotion Diagnosis for Mental Health via Multi-Agent Instruction Refinement,method_model,agent_system,True,0.79,judged,55.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; low_paper_type_confidence; score_affecting_response_repair,,partial,partial,partial,partial,present
towards-next-generation-medical-agent-how-01-is-reshaping-decision-making-in-med,TOWARDS NEXT-GENERATION MEDICAL AGENT: HOW 01 IS RESHAPING DECISION-MAKING IN MEDICAL SCENARIOS,method_model,agent_system,True,0.7,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; low_paper_type_confidence,,partial,present,partial,partial,present
trace-temporal-reasoning-via-agentic-context-evolution-for-streaming-electronic-,TRACE: Temporal Reasoning via Agentic Context Evolution for Streaming Electronic Health Records (EHRs),method_model,agent_system,True,0.79,judged,72.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; low_paper_type_confidence,,present,partial,partial,present,partial
traj-coa-patient-trajectory-modeling-via-chain-of-agents-for-lung-cancer-risk-pr,Traj-CoA: Patient Trajectory Modeling via Chain-of-Agents for Lung Cancer Risk Prediction,agent_system,agent_system,False,0.9,judged,55.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; score_affecting_response_repair; invalid_evidence_dropped,,partial,partial,partial,partial,present
tree-of-reasoning-towards-complex-medical-diagnosis-via-multi-agent-reasoning-wi,Tree-of-Reasoning: Towards Complex Medical Diagnosis via Multi-Agent Reasoning with Evidence Tree,agent_system,agent_system,False,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,invalid_evidence_dropped,,partial,present,partial,partial,present
trustworthy-agents-for-electronic-health-records-through-confidence-estimation,Trustworthy Agents for Electronic Health Records through Confidence Estimation,agent_system,agent_system,False,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
txagent-an-ai-agent-for-therapeutic-reasoning-across-a-universe-of-tools,TxAgent: An AI Agent for Therapeutic Reasoning Across a Universe of Tools,agent_system,agent_system,False,0.9,judged,77.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,present,partial,present
ucagents-unidirectional-convergence-for-visual-evidence-anchored-multi-agent-med,UCAgents: Unidirectional Convergence for Visual Evidence Anchored Multi-Agent Medical Decision-Making,method_model,agent_system,True,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
understanding-the-benefits-and-challenges-of-using-large-language-model-based-co,Understanding the Benefits and Challenges of Using Large Language Model-based Conversational Agents for Mental Well-being Support,survey_review,agent_system,True,0.79,judged,84.62,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_paper_type_confidence,,not_applicable,present,partial,present,not_applicable
vchatter-exploring-generative-conversational-agents-for-simulating-exposure-ther,VChatter: Exploring Generative Conversational Agents for Simulating Exposure Therapy to Reduce Social Anxiety,agent_system,agent_system,False,0.86,judged,50.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; score_affecting_response_repair; invalid_evidence_dropped,,partial,partial,partial,partial,partial
vision-language-model-for-report-generation-and-outcome-prediction-in-ct-pulmona,Vision-language model for report generation and outcome prediction in CT pulmonary angiogram,agent_system,agent_system,False,0.86,judged,55.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,missing,present,present,missing,present
webgpt-browser-assisted-question-answering-with-human-feedback,WebGPT: Browser-assisted question-answering with human feedback,method_model,agent_system,True,0.86,judged,25.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,missing,present,missing,missing,missing
webpilot-a-versatile-and-autonomous-multi-agent-system-for-web-task-execution-wi,WebPilot: A Versatile and Autonomous Multi-Agent System for Web Task Execution with Strategic Exploration,agent_system,agent_system,False,0.86,judged,45.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; score_affecting_response_repair,,partial,partial,partial,missing,present
which-tool-response-should-i-trust-tool-expertise-aware-chest-x-ray-agent-with-m,Which Tool Response Should I Trust? Tool-Expertise-Aware Chest X-ray Agent with Multimodal Agentic Learning,agent_system,agent_system,False,0.86,judged,57.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,missing,present
wsi-agents-a-collaborative-multi-agent-system-for-multi-modal-whole-slide-image-,WSI-Agents: A Collaborative Multi-Agent System for Multi-Modal Whole Slide Image Analysis,agent_system,agent_system,False,0.9,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,partial,present,partial,partial,present
zodiac-a-cardiologist-level-llm-framework-for-multi-agent-diagnostics,ZODIAC: A CARDIOLOGIST-LEVEL LLM FRAMEWORK FOR MULTI-AGENT DIAGNOSTICS,agent_system,agent_system,False,0.9,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,partial,present,partial,partial,present
